label,text,cleaned_text,tokens,final_text
Cervical spondylosis,"I have been dealing with back pain, a cough that won't go away, and weakness in my arms and legs. My neck hurts and I have had problems with dizziness and maintaining my balance.",i have been dealing with back pain a cough that wont go away and weakness in my arms and legs my neck hurts and i have had problems with dizziness and maintaining my balance,"['dealing', 'back', 'pain', 'cough', 'wont', 'go', 'away', 'weakness', 'arm', 'leg', 'neck', 'hurt', 'problem', 'dizziness', 'maintaining', 'balance']",dealing back pain cough wont go away weakness arm leg neck hurt problem dizziness maintaining balance
Dimorphic Hemorrhoids,"I've been experiencing a lot of bowel movement issues recently. It's difficult to go, and it hurts when I do. My anus is quite painful, and it has been bleeding whenever I go. It's really painful and I'm really uncomfortable.",ive been experiencing a lot of bowel movement issues recently its difficult to go and it hurts when i do my anus is quite painful and it has been bleeding whenever i go its really painful and im really uncomfortable,"['ive', 'experiencing', 'lot', 'bowel', 'movement', 'issue', 'recently', 'difficult', 'go', 'hurt', 'anus', 'quite', 'painful', 'bleeding', 'whenever', 'go', 'really', 'painful', 'im', 'really', 'uncomfortable']",ive experiencing lot bowel movement issue recently difficult go hurt anus quite painful bleeding whenever go really painful im really uncomfortable
gastroesophageal reflux disease,I frequently get a scratchy voice or a painful throat when I wake up. I have bad breath and a continual sore throat. I also vomit a lot.,i frequently get a scratchy voice or a painful throat when i wake up i have bad breath and a continual sore throat i also vomit a lot,"['frequently', 'get', 'scratchy', 'voice', 'painful', 'throat', 'wake', 'bad', 'breath', 'continual', 'sore', 'throat', 'also', 'vomit', 'lot']",frequently get scratchy voice painful throat wake bad breath continual sore throat also vomit lot
Jaundice,"I've been throwing up and experiencing intense itching. Along with losing weight, I'm also really exhausted. My skin has become yellow, and my fever is really high. I've been having stomach pain and my pee is black.",ive been throwing up and experiencing intense itching along with losing weight im also really exhausted my skin has become yellow and my fever is really high ive been having stomach pain and my pee is black,"['ive', 'throwing', 'experiencing', 'intense', 'itching', 'along', 'losing', 'weight', 'im', 'also', 'really', 'exhausted', 'skin', 'become', 'yellow', 'fever', 'really', 'high', 'ive', 'stomach', 'pain', 'pee', 'black']",ive throwing experiencing intense itching along losing weight im also really exhausted skin become yellow fever really high ive stomach pain pee black
peptic ulcer disease,"I'm feeling both bloated and uneasy. Because I've been losing weight, I no longer like eating. I occasionally get tarry, black stools and blood in my vomit.",im feeling both bloated and uneasy because ive been losing weight i no longer like eating i occasionally get tarry black stools and blood in my vomit,"['im', 'feeling', 'bloated', 'uneasy', 'ive', 'losing', 'weight', 'longer', 'like', 'eating', 'occasionally', 'get', 'tarry', 'black', 'stool', 'blood', 'vomit']",im feeling bloated uneasy ive losing weight longer like eating occasionally get tarry black stool blood vomit
Jaundice,"I've been losing weight and experiencing nausea, itching, and exhaustion. My skin has become yellow, and I have a severe fever. I have dark urine, and I've been having stomach pain.",ive been losing weight and experiencing nausea itching and exhaustion my skin has become yellow and i have a severe fever i have dark urine and ive been having stomach pain,"['ive', 'losing', 'weight', 'experiencing', 'nausea', 'itching', 'exhaustion', 'skin', 'become', 'yellow', 'severe', 'fever', 'dark', 'urine', 'ive', 'stomach', 'pain']",ive losing weight experiencing nausea itching exhaustion skin become yellow severe fever dark urine ive stomach pain
allergy,"I've been losing my appetite and having trouble swallowing. My nose has been running, and I have a sore throat.",ive been losing my appetite and having trouble swallowing my nose has been running and i have a sore throat,"['ive', 'losing', 'appetite', 'trouble', 'swallowing', 'nose', 'running', 'sore', 'throat']",ive losing appetite trouble swallowing nose running sore throat
Impetigo,I have a high fever and am really weak. My face has gotten sores. The blisters are itchy and painful. A yellow ooze frequently leaks from the wounds.,i have a high fever and am really weak my face has gotten sores the blisters are itchy and painful a yellow ooze frequently leaks from the wounds,"['high', 'fever', 'really', 'weak', 'face', 'gotten', 'sore', 'blister', 'itchy', 'painful', 'yellow', 'ooze', 'frequently', 'leak', 'wound']",high fever really weak face gotten sore blister itchy painful yellow ooze frequently leak wound
diabetes,"My mouth and throat are dry. Additionally, I've been growing increasingly hungry. However, I do get periodic bouts of exhaustion.",my mouth and throat are dry additionally ive been growing increasingly hungry however i do get periodic bouts of exhaustion,"['mouth', 'throat', 'dry', 'additionally', 'ive', 'growing', 'increasingly', 'hungry', 'however', 'get', 'periodic', 'bout', 'exhaustion']",mouth throat dry additionally ive growing increasingly hungry however get periodic bout exhaustion
Hypertension,"I've had intense aches in my chest, a headache that won't go away, and I've been feeling dizzy and unsteady.",ive had intense aches in my chest a headache that wont go away and ive been feeling dizzy and unsteady,"['ive', 'intense', 'ache', 'chest', 'headache', 'wont', 'go', 'away', 'ive', 'feeling', 'dizzy', 'unsteady']",ive intense ache chest headache wont go away ive feeling dizzy unsteady
Malaria,"Along with severe body itchiness, chills, and nausea, I've been experiencing. I've been severely perspiring and have a very high fever. I'm feeling queasy and also have a headache. Really hurting muscles are me.",along with severe body itchiness chills and nausea ive been experiencing ive been severely perspiring and have a very high fever im feeling queasy and also have a headache really hurting muscles are me,"['along', 'severe', 'body', 'itchiness', 'chill', 'nausea', 'ive', 'experiencing', 'ive', 'severely', 'perspiring', 'high', 'fever', 'im', 'feeling', 'queasy', 'also', 'headache', 'really', 'hurting', 'muscle']",along severe body itchiness chill nausea ive experiencing ive severely perspiring high fever im feeling queasy also headache really hurting muscle
urinary tract infection,"Since a few days ago, I've been experiencing low temperatures and bloody urination. My head is in excruciating pain, and my urine smells awful. I can hardly control when I urinate, and the impulses come on suddenly.",since a few days ago ive been experiencing low temperatures and bloody urination my head is in excruciating pain and my urine smells awful i can hardly control when i urinate and the impulses come on suddenly,"['since', 'day', 'ago', 'ive', 'experiencing', 'low', 'temperature', 'bloody', 'urination', 'head', 'excruciating', 'pain', 'urine', 'smell', 'awful', 'hardly', 'control', 'urinate', 'impulse', 'come', 'suddenly']",since day ago ive experiencing low temperature bloody urination head excruciating pain urine smell awful hardly control urinate impulse come suddenly
Varicose Veins,The rash on my legs is spreading and becoming more severe. It has become very difficult for me to run.,the rash on my legs is spreading and becoming more severe it has become very difficult for me to run,"['rash', 'leg', 'spreading', 'becoming', 'severe', 'become', 'difficult', 'run']",rash leg spreading becoming severe become difficult run
Varicose Veins,My legs are causing a lot of discomforts when I exercise. I get frequent cramps and the blood vessels have become quite noticeable.,my legs are causing a lot of discomforts when i exercise i get frequent cramps and the blood vessels have become quite noticeable,"['leg', 'causing', 'lot', 'discomfort', 'exercise', 'get', 'frequent', 'cramp', 'blood', 'vessel', 'become', 'quite', 'noticeable']",leg causing lot discomfort exercise get frequent cramp blood vessel become quite noticeable
Jaundice,"I've been feeling scratchy, sick, and worn out. I also had a high fever and lost weight. Both my skin and my urine have become yellow. Additional stomach pain that I've been having",ive been feeling scratchy sick and worn out i also had a high fever and lost weight both my skin and my urine have become yellow additional stomach pain that ive been having,"['ive', 'feeling', 'scratchy', 'sick', 'worn', 'also', 'high', 'fever', 'lost', 'weight', 'skin', 'urine', 'become', 'yellow', 'additional', 'stomach', 'pain', 'ive']",ive feeling scratchy sick worn also high fever lost weight skin urine become yellow additional stomach pain ive
